Key,Example,Source,Context,Game Locations,vi,vi translator type,id,id translator type,it,it translator type,es,es translator type,pt,pt translator type,fr,fr translator type,de,de translator type,zh-hans,zh-hans translator type,ja,ja translator type,ko,ko translator type,ru,ru translator type,th,th translator type,tr,tr translator type,zh-hant,zh-hant translator type,pl,pl translator type
,,"Playing YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Chơi YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Bermain YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Giocando YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Jugando YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Jogando YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Jouer à YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","YABUJIN spielt - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","正在播放YABUJIN - .*{number1}? ionwan{number2}go* [.*{number3}? ez*.]","Automation","YABUJINをプレイ中 - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","YABUJIN 플레이 중 - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","Играет в YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","กําลังเล่น YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","YABUJIN Oynama - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation","正在玩YABUJIN - .*{number1}? ionwan{number2}go* [.*{number3}? ez*.]","Automation","Gra w YABUJIN - .*{number1}? ionwan{number2}go*. [.*{number3}? ez*.]","Automation"
,,"Hachigatsu, Bou, Tsukiakari",,"PlayerGui.BeatmapListing.MainFrame_Animation.MainFrame.Listing.BeatmapFrame.MainFrame.MapInfo.SongName","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu,Bou,Tsukiakari","Automation","ハチガツ、ブー、ツカカリ","Automation","하치가츠, 부, 쓰키아카리","Automation","Хачигацу, Бу, Цукакари","Automation","ฮาชิกาซู, บู, สึคายากิ","Automation","Hachigatsu, Bou, Tsukiakari","Automation","Hachigatsu、Bou、Tsukiakari","Automation","Hachigatsu, Bou, Tsukiakari","Automation"
,,"Extreme mapped by Scub",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Overlay.Base.Diff.MainFrame.DifficultyInfo","Extreme đã được map bởi Scub","Automation","Ekstrem ditandai oleh Scub","Automation","Estremo mappato da Scub","Automation","Extremo mapeado por Scub","Automation","Extremo mapeado por Scub","Automation","Extrême cartographié par Scub","Automation","Extrem mappiert von Scub","Automation","由潜水员探测到的极限","Automation","スキューブによってマッピングされたエクストリーム","Automation","Scub가 매핑한 极限","Automation","Экстремальность определена с помощью Scub","Automation","แผนที่ความสุดขีดโดย Scub","Automation","Scub tarafından extremalanmış","Automation","由潜水员探索出的极限地点","Automation","Ekstremalność mapowana przez Scub","Automation"
,,"hard? mapped by Sotarks",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","cứng? được lập bản đồ bởi Sotarks","Automation","keras? dipetakan oleh Sotarks","Automation","difficile? mappato da Sotarks","Automation","duro? mapeado por Sotarks","Automation","difícil? mapeado por Sotarks","Automation","difficile? cartographié par Sotarks","Automation","schwer? von Sotarks abgebildet","Automation","硬?由Sotarks映射","Automation","難しい? Sotarksによってマッピング","Automation","하드? Sotarks에 의해 맵핑","Automation","тяжело? нанесенный на карту Sotarks","Automation","ยาก? mapped โดย Sotarks","Automation","zor? Sotarks tarafından haritalanmış","Automation","困難?由Sotarks映射","Automation","trudne? zmapowane przez Sotarks","Automation"
,,".*{number1}? ez*. mapped by Aistre",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.DifficultyName",".*{number1}? ez*. được ánh xạ bởi Aistre","Automation",".*{number1}? ez*. dipetakan oleh Aistre","Automation",".*{number1}? ez*. mappato da Aistre","Automation",".*{number1}? ez*. mapeado por Aistre","Automation",".*{number1}? ez*. mapeado por Aistre","Automation",".*{number1}? ez*. cartographié par Aistre","Automation",".*{number1}? ez*. von Aistre zugeordnet","Automation",".*{number1}? ez*. 由 Aistre 映射","Automation","Aistreがマッピングした.*{number1}? ez*.","Automation","Aistre이 매핑한 .*{number1}? ez*.","Automation",".*{number1}? ez*. отображен Aistre","Automation",".*{number1}? ez*. ทําแผนที่โดย Aistre","Automation",".*{number1}? ez*. Aistre tarafından eşleştirildi","Automation",".*{number1}? ez*. 由 Aistre 映射","Automation",".*{number1}? ez*. mapowane przez Aistre","Automation"
,,"Fantasy mapped by A r M i N",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Overlay.Base.Diff.MainFrame.DifficultyInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Last Spell mapped by Natsu",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Lời nguyền cuối cùng được Natsu lập bản đồ","Automation","Mantra Terakhir dipetakan oleh Natsu","Automation","Ultimo incantesimo mappato da Natsu","Automation","Último hechizo mapeado por Natsu","Automation","Último feitiço mapeado por Natsu","Automation","Dernier sort cartographié par Natsu","Automation","Letzter Zauber, der von Natsu zugeordnet wurde","Automation","最后一个法术由 Natsu 映射","Automation","ナツによってマッピングされた最後の呪文","Automation","Natsu에 의해 맵핑된 마지막 주문","Automation","Последнее заклинание, сопоставленное Natsu","Automation","เวทมนตร์สุดท้ายที่ Natsu ทําแผนที่","Automation","Natsu tarafından eşleştirilen son büyü","Automation","由 Natsu 映射的最後法術","Automation","Ostatnie zaklęcie mapowane przez Natsu","Automation"
,,"{number1} style mapped by val{number2}",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.DifficultyName","{number1} style được map bởi val{number2}","Automation","{number1} gaya yang dipetakan oleh val{number2}","Automation","{number1} stile mappato da val{number2}","Automation","{number1} estilo asignado por val{number2}","Automation","{number1} estilo mapeado por val{number2}","Automation","{number1} style mappé par val{number2}","Automation","{number1}-Stil von val{number2} zugeordnet","Automation","val{number2} 映射的 {number1} 样式","Automation","val{number2} がマッピングした {number1} スタイル","Automation","val{number2} 이 (가) 매핑한 스타일 {number1}","Automation","{number1} стиль, сопоставленный val{number2}","Automation","{number1} สไตล์ที่แมปโดย val{number2}","Automation","{number1} stil val{number2} tarafından eşlendi","Automation","{number1} 樣式由 val{number2} 映射","Automation","{number1} styl nakreślony przez val{number2}","Automation"
,,"Go to Profile",,"PlayerGui.DeveloperUI.MainUI.UI.GotoProfile","Đi đến Hồ sơ","Automation","Pergi ke Profil","Automation","Vai al Profilo","Automation","Ir al Perfil","Automation","Ir para Perfil","Automation","Aller au profil","Automation","Zum Profil gehen","Automation","前往简介","Automation","プロフィールに移動","Automation","프로필로 이동","Automation","Перейти в Профиль","Automation","ไปที่โปรไฟล์","Automation","Profil'e git","Automation","前往設定檔","Automation","Przejdź do Profilu","Automation"
,,"NISEMONO mapped by Nana Abe",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Overlay.Base.Diff.MainFrame.DifficultyInfo","NISEMONO được mô hình hóa bởi Nana Abe","Automation","NISEMONO dimapkan oleh Nana Abe","Automation","NISEMONO mappato da Nana Abe","Automation","NISEMONO mapeado por Nana Abe","Automation","NISEMONO mapeado por Nana Abe","Automation","NISEMONO mappé par Nana Abe","Automation","NISEMONO von Nana Abe maped","Automation","尼塞莫诺由纳娜·阿贝绘制","Automation","ニセモノはナナ・アベによってマッピングされました","Automation","나나 아베가 매핑한 니세모노","Automation","НИСЕМОНО отображен на карте от Наны Абе","Automation","NISEMONO ถูกแมพโดย Nana Abe","Automation","NISEMONO, Nana Abe tarafından tasarlanmıştır","Automation","尼塞莫诺由纳娜·阿贝绘制","Automation","NISEMONO zmapowano przez Nana Abe","Automation"
,,"Kuron and guys' TATOE mapped by Shmiklak",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Kuron và TATOE của các chàng trai được lập bản đồ bởi Shmiklak","Automation","Kuron dan TATOE pria dipetakan oleh Shmiklak","Automation","TATTOO DI Kuron e ragazzi mappato da Shmiklak","Automation","TATOE de Kuron y chicos mapeado por Shmiklak","Automation","Kuron e TATOE dos caras mapeados por Shmiklak","Automation","TATOE Kuron et gars cartographié par Shmiklak","Automation","Kuron und TATOE von Shmiklak","Automation","库隆和其他玩家的塔托地图(由什米克拉克绘制)","Automation","Shmiklak作のKuronとGuys'TatoEのマップ","Automation","Shmiklak이 맵핑한 쿠론과 친구들","Automation","Курон и тату парней нанесены на карту Шмиклаком","Automation","คุโรนและพวกทาทอเอะทําโดย Shmiklak","Automation","Kuron ve erkeklerin TATOE'si Shmiklak tarafından eşleştirildi","Automation","Kuron和男子TATOE被Shmiklak繪製","Automation","Kuron i TATOE chłopaków mapowane przez Shmiklak","Automation"
,,"Playing Hanataba - Night of Knights [Easy]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Chơi Hanataba - Đêm của Hiệp sĩ [Dễ]","Automation","Bermain Hanataba - Malam Ksatria [Mudah]","Automation","Giocando a Hanataba - Night of Knights [Facile]","Automation","Jugando a Hanataba - Noche de Caballeros [Fácil]","Automation","Jogando Hanataba - Night of Knights [Fácil]","Automation","Jouer à Hanataba - Night of Knights [Facile]","Automation","Hanataba spielen - Ritternacht [Leicht]","Automation","正在玩羽毛球 - 骑士之夜 [简单]","Automation","ハナタバをプレイ中 - 騎士の夜 [簡単]","Automation","하나타바 플레이 중 - 기사들의 밤 [쉬운]","Automation","Играет в Ханатабу - Ночь рыцарей [Легко]","Automation","เล่นฮานาตะบะ - คืนอัศวิน [ง่าย]","Automation","Hanataba Oynama - Şövalyeler Gecesi [Kolay]","Automation","正在遊玩「漢娜塔巴-騎士之夜」 [簡易]","Automation","Granie w Hanatabę - Noc Rycerzy [Łatwo]","Automation"
,,"GodKei x never fc's Insane mapped by GodKei x never fc",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Insane của GodKei x never fc được ánh xạ bởi GodKei x never fc","Automation","GodKei x tidak pernah fc Insane dipetakan oleh GodKei x tidak pernah fc","Automation","Insano di GodKei x mai fc mappato da GodKei x mai fc","Automation","Insano de GodKei x nunca fc mapeado por GodKei x nunca fc","Automation","Insano de GodKei x nunca fc mapeado por GodKei x nunca fc","Automation","Insane de GodKei x jamais fc mappé par GodKei x jamais fc","Automation","GodKei x nie fc's Insane von GodKei x nie fc zugeordnet","Automation","GodKei x never fc的疯狂被GodKei x never fc映射","Automation","GodKei x never fcのInsaneがGodKei x never fcによってマッピングされました","Automation","GodKei x never fc의 Insane이 GodKei x never fc에 의해 매핑되었습니다","Automation","GodKei x никогда fc's Безумие отображено GodKei x никогда fc","Automation","GodKei x ไม่เคย fc's Insane mapped โดย GodKei x ไม่เคย fc","Automation","GodKei x asla fc'nin GodKei x asla fc tarafından eşleştirilen Insane","Automation","GodKei x never fc的瘋狂被GodKei x never fc映射","Automation","GodKei x nigdy fc's Insane zmapowane przez GodKei x nigdy fc","Automation"
,,"Galaxy mapped by haha{number1}",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Thiên hà được map bởi haha{number1}","Automation","Galaksi yang dipetakan oleh haha{number1}","Automation","Galassia mappata da haha{number1}","Automation","Galaxia mapeada por haha{number1}","Automation","Galáxia mapeada por haha{number1}","Automation","Galaxie cartographiée par haha{number1}","Automation","Galaxie von haha{number1} kartiert","Automation","haha{number1} 映射的星系","Automation","haha{number1}がマッピングした銀河","Automation","haha{number1} 이 (가) 은하를 맵핑했습니다","Automation","Галактика, созданная haha{number1}","Automation","กาแล็กซี่ที่ทําแผนที่โดย haha{number1}","Automation","Haha{number1} tarafından haritalanmış galaksi","Automation","haha{number1} 映射的星系","Automation","Galaktyka nakreślona przez haha{number1}","Automation"
,,"mapset by Hobbes{number1}",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.MapInfo.MapperName","mapset bởi Hobbes{number1}","Automation","set peta oleh Hobbes{number1}","Automation","set di mappe di Hobbes{number1}","Automation","mapa por Hobbes{number1}","Automation","mapset por Hobbes{number1}","Automation","mapset par Hobbes{number1}","Automation","mapset von Hobbes{number1}","Automation","霍布斯地图集{number1}","Automation","Hobbes{number1}のマップセット","Automation","홉스 {number1}의 맵 세트","Automation","набор карт от Хоббса{number1}","Automation","mapset โดย Hobbes{number1}","Automation","haritalar Hobbes{number1} tarafından","Automation","Hobbes{number1} 製作的地圖集","Automation","zestaw map autorstwa Hobbes{number1}","Automation"
,,"Seto's Hard mapped by Seto Kousuke",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Seto's Hard đã được map bởi Seto Kousuke","Automation","Seto's Hard dipetakan oleh Seto Kousuke","Automation","Seto's Hard mappato da Seto Kousuke","Automation","Seto's Hard mapeado por Seto Kousuke","Automation","Seto's Hard mapeado por Seto Kousuke","Automation","Seto's Hard cartographié par Seto Kousuke","Automation","Seto's Hard wurde von Seto Kousuke zugeordnet","Automation","Seto Kousuke 绘制了 Seto 的""Hard""","Automation","Seto KousukeがマッピングしたSetoのハード","Automation","세토 쿠스케 (Seto Kousuke) 가 맵핑한 세토의 하드","Automation","Seto's Hard сопоставлен Seto Kousuke","Automation","Seto's Hard ทําแผนที่โดย Seto Kousuke","Automation","Seto Kousuke tarafından Seto'nun Zorlu haritası","Automation","Seto Kousuke 繪製了 Seto 的「Hard」","Automation","Seto's Hard zmapowany przez Seto Kousuke","Automation"
